,0
0,0.23808322151632846
1,0.23807735001592625
2,0.23455578576612734
3,0.23455578576612734
4,0.2350317857661273
5,0.2350317857661273
6,0.2356057857661273
7,0.2356057857661273
8,0.23671778576612734
9,0.23671778576612734
10,0.23480678576612735
11,0.23480678576612735
12,0.23536935001592624
13,0.2376632215163284
14,0.23789022151632844
15,0.23724435001592625
16,0.23644978576612732
17,0.23644978576612732
18,0.23440278576612736
19,0.23440278576612736
20,0.23032028576612737
21,0.23032028576612737
22,0.22963722151632845
23,0.22842835001592623
24,0.22655028576612735
25,0.22655028576612735
26,0.22770735001592624
27,0.2295952215163285
28,0.2314957857661273
29,0.2314957857661273
30,0.23279128576612734
31,0.23279128576612734
32,0.23050522151632843
33,0.23032935001592622
34,0.22962035001592618
35,0.23091822151632846
36,0.23211178576612737
37,0.23211178576612737
38,0.23309228576612737
39,0.23309228576612737
40,0.23451078576612733
41,0.23451078576612733
42,0.2340917857661273
43,0.2340917857661273
44,0.23364578576612738
45,0.23364578576612738
46,0.23334528576612737
47,0.23334528576612737
48,0.23467828576612734
49,0.23467828576612734
50,0.23584428576612737
51,0.23584428576612737
52,0.23537878576612734
53,0.23537878576612734
54,0.23384622151632845
55,0.23239635001592623
56,0.23389835001592618
57,0.23470622151632842
58,0.2355222857661273
59,0.2355222857661273
60,0.2329132215163284
61,0.23247035001592622
62,0.23347635001592623
63,0.2337332215163285
64,0.23498678576612736
65,0.23498678576612736
66,0.23378578576612735
67,0.23378578576612735
68,0.23349328576612732
69,0.23349328576612732
70,0.23447328576612736
71,0.23447328576612736
72,0.23678135001592623
73,0.2370502215163285
74,0.23776822151632845
75,0.23677735001592623
76,0.2360397857661273
77,0.2360397857661273
78,0.23670128576612737
79,0.23670128576612737
80,0.23592022151632847
81,0.23587935001592625
82,0.23354028576612731
83,0.23354028576612731
84,0.23352678576612737
85,0.23352678576612737
86,0.23358028576612733
87,0.23358028576612733
88,0.23415978576612734
89,0.23415978576612734
90,0.23424128576612735
91,0.23424128576612735
92,0.23235428576612732
93,0.23235428576612732
94,0.23193028576612731
95,0.23193028576612731
96,0.23223828576612734
97,0.23223828576612734
98,0.23477928576612733
99,0.23477928576612733
100,0.2341842215163284
101,0.2320693500159262
102,0.2264643500159262
103,0.22680622151632848
104,0.22806878576612732
105,0.22806878576612732
106,0.22990835001592627
107,0.2319032215163285
108,0.23453778576612733
109,0.23453778576612733
110,0.23504028576612734
111,0.23504028576612734
112,0.23656878576612736
113,0.23656878576612736
114,0.2375083500159262
115,0.23843622151632846
116,0.2413003500159262
117,0.24230022151632846
118,0.24411928576612735
119,0.24411928576612735
120,0.24267028576612734
121,0.24267028576612734
122,0.24047678576612733
123,0.24047678576612733
124,0.23703222151632838
125,0.23683535001592618
126,0.23554928576612735
127,0.23554928576612735
128,0.23431228576612737
129,0.23431228576612737
130,0.23374835001592623
131,0.23683222151632846
132,0.23715078576612736
133,0.23715078576612736
134,0.23420528576612734
135,0.23420528576612734
136,0.23283922151632852
137,0.23204535001592624
138,0.23190928576612732
139,0.23190928576612732
140,0.23266278576612737
141,0.23266278576612737
142,0.23099528576612735
143,0.23099528576612735
144,0.23079322151632842
145,0.23055035001592622
146,0.2298522857661273
147,0.2298522857661273
148,0.2308512857661273
149,0.2308512857661273
150,0.22902422151632842
151,0.22872335001592622
152,0.22601235001592626
153,0.22644822151632846
154,0.23041528576612738
155,0.23041528576612738
156,0.22517122151632843
157,0.2229023500159262
158,0.21938578576612733
159,0.21938578576612733
160,0.22164028576612732
161,0.22164028576612732
162,0.2235232857661274
163,0.2235232857661274
164,0.22644728576612733
165,0.22644728576612733
166,0.2293632857661273
167,0.2293632857661273
168,0.22954078576612733
169,0.22954078576612733
170,0.22749422151632845
171,0.22708435001592622
172,0.22260478576612733
173,0.22260478576612733
174,0.22189178576612736
175,0.22189178576612736
176,0.22251128576612733
177,0.22251128576612733
178,0.22405522151632848
179,0.2221553500159262
180,0.22130478576612733
181,0.22130478576612733
182,0.22125378576612734
183,0.22125378576612734
184,0.22415778576612733
185,0.22415778576612733
186,0.2280723500159262
187,0.22877722151632848
188,0.22746422151632842
189,0.22715235001592624
190,0.22512028576612736
191,0.22512028576612736
192,0.22674735001592622
193,0.22715722151632844
194,0.22805878576612737
195,0.22805878576612737
196,0.22735422151632853
197,0.22717235001592626
198,0.22637078576612732
199,0.22637078576612732
200,0.22314222151632845
201,0.22116235001592627
202,0.22045322151632843
203,0.22013535001592618
204,0.2198513500159262
205,0.21997322151632842
206,0.2216467857661273
207,0.2216467857661273
208,0.2235652857661273
209,0.2235652857661273
210,0.22446728576612737
211,0.22446728576612737
212,0.2272397857661273
213,0.2272397857661273
214,0.22695428576612733
215,0.22695428576612733
216,0.22711928576612736
217,0.22711928576612736
218,0.22801335001592618
219,0.22874722151632845
220,0.2313317857661273
221,0.2313317857661273
222,0.23055378576612737
223,0.23055378576612737
224,0.23200628576612733
225,0.23200628576612733
226,0.2327932857661273
227,0.2327932857661273
228,0.2340532857661273
229,0.2340532857661273
230,0.23337978576612733
231,0.23337978576612733
232,0.23168428576612735
233,0.23168428576612735
234,0.23156778576612738
235,0.23156778576612738
236,0.2310902215163284
237,0.23083835001592617
238,0.22992328576612736
239,0.22992328576612736
240,0.2292762857661273
241,0.2292762857661273
242,0.2305372857661274
243,0.2305372857661274
244,0.2292452857661274
245,0.2292452857661274
246,0.22749678576612736
247,0.22749678576612736
248,0.22997535001592626
249,0.23064022151632843
250,0.2309522857661273
251,0.2309522857661273
252,0.23133278576612734
253,0.23133278576612734
254,0.23262528576612737
255,0.23262528576612737
256,0.23281978576612733
257,0.23281978576612733
258,0.23373378576612733
259,0.23373378576612733
260,0.23523728576612732
261,0.23523728576612732
262,0.23560028576612732
263,0.23560028576612732
264,0.23518278576612736
265,0.23518278576612736
266,0.2353387857661273
267,0.2353387857661273
268,0.23391928576612736
269,0.23391928576612736
270,0.23228528576612736
271,0.23228528576612736
272,0.23284678576612733
273,0.23284678576612733
274,0.23479078576612733
275,0.23479078576612733
276,0.23199422151632845
277,0.23081035001592623
278,0.2290882215163284
279,0.22903735001592623
280,0.22735428576612732
281,0.22735428576612732
282,0.22891528576612732
283,0.22891528576612732
284,0.22597122151632848
285,0.22544235001592627
286,0.22462235001592623
287,0.22570422151632846
288,0.22736878576612732
289,0.22736878576612732
290,0.22927178576612733
291,0.22927178576612733
292,0.22791778576612734
293,0.22791778576612734
294,0.2276582215163285
295,0.2276333500159263
296,0.2275982857661274
297,0.2275982857661274
298,0.22816878576612734
299,0.22816878576612734
300,0.22773228576612728
301,0.22773228576612728
302,0.22702728576612735
303,0.22702728576612735
304,0.2278367857661273
305,0.2278367857661273
306,0.22784178576612735
307,0.22784178576612735
308,0.22831128576612733
309,0.22831128576612733
310,0.22829478576612736
311,0.22829478576612736
312,0.2279957857661273
313,0.2279957857661273
314,0.2284212857661273
315,0.2284212857661273
316,0.22812428576612734
317,0.22812428576612734
318,0.22596528576612732
319,0.22596528576612732
320,0.22730728576612727
321,0.22730728576612727
322,0.22801678576612733
323,0.22801678576612733
324,0.22793578576612736
325,0.22793578576612736
